source_file,source_row,board,model,candidate,method_family,throughput_or_metric,gain_or_delta,accuracy,replay,decision,outcome_class,evidence_path
02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv,3,f746,vww,vww_pointwise_hotspot2_fixedshape_checked,fixed_shape_codegen,8.251,,pass,5/5,conservative_retained_phase11,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv,4,f746,vww,vww_pointwise_hotspot2_fixedshape_unchecked,fixed_shape_codegen,8.290,,pass,5/5,conservative_retained_phase11,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv,7,f746,vww,vww_best_candidate_plus_static_schedule_checked,static_schedule;fixed_shape_codegen,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,phase11b_generated_after_vww_aggressive_candidate,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv,8,f746,vww,vww_best_candidate_plus_static_schedule_unchecked,static_schedule;fixed_shape_codegen,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,phase11b_generated_after_vww_aggressive_candidate,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv,9,f746,vww,vww_best_candidate_plus_arena_scratch_reuse,arena_reuse;fixed_shape_codegen,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,implementation_required,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv,10,f746,vww,vww_best_candidate_no_log_harness,fixed_shape_codegen;no_log_monitor,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,host_or_board_low_risk,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv,13,f746,vww,vww_depthwise_hotspot1_fixedshape_checked,fixed_shape_codegen,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,implementation_required,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv,14,f746,vww,vww_depthwise_hotspot1_fixedshape_unchecked,fixed_shape_codegen,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,implementation_required,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_deep_codegen_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,2,f746,vww,vww_tail_fixedshape_unchecked,fixed_shape_codegen;public_comparison,8.166,0.480,pass,5/5,aggressive_candidate_phase11,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,3,f746,vww,vww_pointwise_tail_fixedshape_checked,fixed_shape_codegen;public_comparison,8.178,0.628,pass,5/5,aggressive_candidate_phase11,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,4,f746,vww,vww_pointwise_tail_fixedshape_unchecked,fixed_shape_codegen;public_comparison,8.183,0.689,pass,5/5,aggressive_candidate_phase11,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,5,f746,vww,vww_pointwise_hotspot2_fixedshape_checked,fixed_shape_codegen;public_comparison,8.251,1.526,pass,5/5,conservative_retained_phase11,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,6,f746,vww,vww_pointwise_hotspot2_fixedshape_unchecked,fixed_shape_codegen;public_comparison,8.290,2.006,pass,5/5,conservative_retained_phase11,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,7,f746,vww,vww_tail_plus_boundary_checked,fixed_shape_codegen,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,phase11b_generated_after_vww_aggressive_candidate,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,8,f746,vww,vww_tail_plus_boundary_unchecked,fixed_shape_codegen,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,phase11b_generated_after_vww_aggressive_candidate,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,9,f746,vww,vww_best_candidate_plus_static_schedule_checked,static_schedule;fixed_shape_codegen,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,phase11b_generated_after_vww_aggressive_candidate,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,10,f746,vww,vww_best_candidate_plus_static_schedule_unchecked,static_schedule;fixed_shape_codegen,pending,,pending_if_quick_gain_ge_0p2,pending_if_accuracy_pass,phase11b_generated_after_vww_aggressive_candidate,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv,19,f746,vww,vww_early_dw_pw_stream_checked,early_stream_fusion;fixed_shape_codegen;public_comparison,8.386,1.158,pass,5/5,conservative_retained_phase11,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_fixedshape_candidate_matrix.csv
02_evidence_raw/remote_stm32/runtime/f746_vww_static_schedule_matrix.csv,1,f746,vww,vww_tail_static_schedule_pending_board,static_schedule;fixed_shape_codegen,pending,,pending_if_perf_positive,,next_board_task,success_or_retained,02_evidence_raw/remote_stm32/runtime/f746_vww_static_schedule_matrix.csv
02_evidence_raw/remote_stm32/static_schedule/vww_stream_static_arena_matrix.csv,2,unknown,vww,vww_best_early_stream_plus_static_arena_unchecked,early_stream_fusion;arena_reuse;static_schedule,gated,,,,wait_for_checked_result,success_or_retained,02_evidence_raw/remote_stm32/static_schedule/vww_stream_static_arena_matrix.csv
02_evidence_raw/remote_stm32/release_bundle/f746/ad/cmsis_nn_o3_squeeze/results_matrix_excerpt.csv,1,f746,ad,cmsis_nn_o3_squeeze,cmsis_nn_ofast,,,top1_78.1_auc_0.862,,retained_new_latency_best_after_3x_replay,success_or_retained,02_evidence_raw/remote_stm32/release_bundle/f746/ad/cmsis_nn_o3_squeeze/results_matrix_excerpt.csv
02_evidence_raw/remote_stm32/tile_schedule/vww_early_dw_pw_stream_matrix.csv,1,f746,vww,vww_early_dw_pw_stream_checked,early_stream_fusion;arena_reuse;fixed_shape_codegen,pending_board,pending_board,pending_board,,build_pass_pending_flash_smoke_perf,success_or_retained,02_evidence_raw/remote_stm32/tile_schedule/vww_early_dw_pw_stream_matrix.csv
02_evidence_raw/remote_stm32/tile_schedule/vww_early_dw_pw_stream_matrix.csv,2,f746,vww,vww_early_dw_pw_stream_unchecked,early_stream_fusion;arena_reuse;fixed_shape_codegen,pending_board,pending_board,pending_board,,build_pass_pending_flash_smoke_perf,success_or_retained,02_evidence_raw/remote_stm32/tile_schedule/vww_early_dw_pw_stream_matrix.csv
02_evidence_raw/remote_stm32/tile_schedule/vww_early_dw_pw_stream_matrix.csv,3,f746,vww,vww_early_b_stride2_dw_pw_stream_checked,early_stream_fusion;fixed_shape_codegen,pending_board,pending_board,pending_board,,build_pass_pending_flash_smoke_perf,success_or_retained,02_evidence_raw/remote_stm32/tile_schedule/vww_early_dw_pw_stream_matrix.csv
02_evidence_raw/remote_stm32/tile_schedule/vww_early_dw_pw_stream_matrix.csv,4,f746,vww,vww_early_b_stride2_dw_pw_stream_unchecked,early_stream_fusion;fixed_shape_codegen,pending_board,pending_board,pending_board,,build_pass_pending_flash_smoke_perf,success_or_retained,02_evidence_raw/remote_stm32/tile_schedule/vww_early_dw_pw_stream_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_ad_defense_replay.csv,1,f746,ad,f746_ad_defense_replay,other,376.294,,,,retained_o3_squeeze,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_defense_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_defense_replay.csv,2,f746,ad,f746_ad_defense_replay,other,complete_in_repro_matrix,,,,retained_o3_squeeze,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_defense_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_defense_replay.csv,3,f746,ad,f746_ad_defense_replay,other,complete_in_repro_matrix,,,,retained_o3_squeeze,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_defense_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv,1,f746,ad,f746_ad_final_hardening_replay,static_schedule,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv,2,f746,ad,f746_ad_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv,3,f746,ad,f746_ad_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv,4,f746,ad,f746_ad_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv,5,f746,ad,f746_ad_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv,6,f746,ad,f746_ad_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv,7,f746,ad,f746_ad_final_hardening_replay,static_schedule,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv,8,f746,ad,f746_ad_final_hardening_replay,static_schedule,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_ad_hardened_accuracy.csv,1,f746,ad,f746_ad_hardened_accuracy,static_schedule,,,0.862,,unspecified,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_hardened_accuracy.csv
02_evidence_raw/remote_stm32/validation/f746_ad_hardened_accuracy.csv,2,f746,ad,f746_ad_hardened_accuracy,static_schedule,,,0.862,,unspecified,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_hardened_accuracy.csv
02_evidence_raw/remote_stm32/validation/f746_ad_hardened_accuracy.csv,3,f746,ad,f746_ad_hardened_accuracy,static_schedule,,,0.862,,unspecified,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_ad_hardened_accuracy.csv
02_evidence_raw/remote_stm32/validation/f746_aggressive_candidate_replay.csv,1,f746,all,none,other,,not_applicable,,,no_aggressive_release_candidate_found_above_0.2pct_gate,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_aggressive_candidate_replay.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv,3,f746,vww,vww_tail_fixedshape_unchecked,fixed_shape_codegen;public_comparison,,,85.8,,accuracy_pass_run_5x_replay,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv,10,f746,vww,vww_pointwise_tail_fixedshape_checked,fixed_shape_codegen;public_comparison,,,85.8,,accuracy_pass_run_5x_replay,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv,17,f746,vww,vww_pointwise_tail_fixedshape_unchecked,fixed_shape_codegen;public_comparison,,,85.8,,accuracy_pass_run_5x_replay,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv,26,f746,vww,vww_pointwise_hotspot2_fixedshape_checked,fixed_shape_codegen;public_comparison,,,85.8,,accuracy_pass_run_5x_replay,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv,33,f746,vww,vww_pointwise_hotspot2_fixedshape_unchecked,fixed_shape_codegen;public_comparison,,,85.8,,accuracy_pass_run_5x_replay,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv,53,f746,vww,vww_early_dw_pw_stream_checked,early_stream_fusion;public_comparison,,,85.8,,accuracy_pass_run_5x_replay,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_candidate_replay.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,1,f746,ad,ad_static_schedule_direct_cmsis_s8,static_schedule;public_comparison,379.890,0.956,78.1,,aggressive_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,2,f746,ad,ad_static_schedule_direct_cmsis_s8,static_schedule;public_comparison,379.890,0.956,78.1,,aggressive_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,3,f746,ad,ad_static_schedule_direct_cmsis_s8,static_schedule;public_comparison,379.890,0.956,78.1,,aggressive_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,4,f746,ad,ad_static_schedule_direct_cmsis_s8,static_schedule;public_comparison,379.890,0.956,78.1,,aggressive_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,5,f746,ad,ad_static_schedule_direct_cmsis_s8,static_schedule;public_comparison,379.890,0.956,78.1,,aggressive_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,6,f746,ad,ad_static_schedule_direct_cmsis_s8_unchecked,static_schedule;public_comparison,396.357,5.332,78.1,,conservative_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,7,f746,ad,ad_static_schedule_direct_cmsis_s8_unchecked,static_schedule;public_comparison,396.286,5.313,78.1,,conservative_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,8,f746,ad,ad_static_schedule_direct_cmsis_s8_unchecked,static_schedule;public_comparison,396.286,5.313,78.1,,conservative_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,9,f746,ad,ad_static_schedule_direct_cmsis_s8_unchecked,static_schedule;public_comparison,396.286,5.313,78.1,,conservative_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv,10,f746,ad,ad_static_schedule_direct_cmsis_s8_unchecked,static_schedule;public_comparison,396.286,5.313,78.1,,conservative_retained_deep_impl,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_deep_impl_replay_matrix.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,1,f746,kws,kws,cmsis_nn_ofast,26.652,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,2,f746,kws,kws,cmsis_nn_ofast,26.652,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,3,f746,kws,kws,cmsis_nn_ofast,26.651,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,4,f746,vww,vww,cmsis_nn_ofast,8.126,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,5,f746,vww,vww,cmsis_nn_ofast,8.127,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,6,f746,vww,vww,cmsis_nn_ofast,8.127,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,7,f746,ic,ic,cmsis_nn_ofast,6.859,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,8,f746,ic,ic,cmsis_nn_ofast,6.859,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,9,f746,ic,ic,cmsis_nn_ofast,6.859,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,10,f746,ad,ad,other,376.302,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,11,f746,ad,ad,other,376.301,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv,12,f746,ad,ad,other,376.297,,,,repro_pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_reproducibility_freeze.csv
02_evidence_raw/remote_stm32/validation/f746_final_retained_replay_check.csv,1,f746,kws,kws,cmsis_nn_ofast,26.652,,top1_90.1_auc_0.995,,finalized_no_minimal_retest_required,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_retained_replay_check.csv
02_evidence_raw/remote_stm32/validation/f746_final_retained_replay_check.csv,2,f746,vww,vww,fixed_shape_codegen,8.290,,top1_85.8_auc_0.937,,finalized_no_minimal_retest_required,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_retained_replay_check.csv
02_evidence_raw/remote_stm32/validation/f746_final_retained_replay_check.csv,3,f746,ic,ic,cmsis_nn_ofast,6.859,,top1_87.5_auc_0.988,,finalized_no_minimal_retest_required,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_retained_replay_check.csv
02_evidence_raw/remote_stm32/validation/f746_final_retained_replay_check.csv,4,f746,ad,ad,static_schedule,396.286,,top1_78.1_auc_0.862,,finalized_no_minimal_retest_required,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_final_retained_replay_check.csv
02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv,1,f746,vww,f746_vww_final_hardening_replay,fixed_shape_codegen,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv,2,f746,vww,f746_vww_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv,3,f746,vww,f746_vww_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv,4,f746,vww,f746_vww_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv,5,f746,vww,f746_vww_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv,6,f746,vww,f746_vww_final_hardening_replay,fixed_shape_codegen,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv,7,f746,vww,f746_vww_final_hardening_replay,fixed_shape_codegen,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv,8,f746,vww,f746_vww_final_hardening_replay,other,,,,,pass,success_or_retained,02_evidence_raw/remote_stm32/validation/f746_vww_final_hardening_replay.csv
02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv,5,f746,kws,cmsis_nn_release_plus_ofast,cmsis_nn_ofast;public_comparison,,,,,series_target_reached,success_or_retained,02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv
02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv,6,f746,vww,cmsis_nn_release_plus_ofast,cmsis_nn_ofast;public_comparison,,,,,series_target_reached,success_or_retained,02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv
02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv,7,f746,ic,cmsis_nn_release_plus_ofast,cmsis_nn_ofast;public_comparison,,,,,series_target_reached,success_or_retained,02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv
02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv,8,f746,ad,cmsis_nn_release_plus_ofast,cmsis_nn_ofast;public_comparison,,,,,series_target_reached,success_or_retained,02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv
02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv,11,f746,ad,cmsis_nn_o3_squeeze,cmsis_nn_ofast;public_comparison,,,,,series_target_reached,success_or_retained,02_evidence_raw/remote_stm32/validation/reproducibility_matrix.csv
